"Survey Type",Organization,Date,"Survey Year",Country,State,County,"Survey ID","MDMAP ID #","Transect ID #","Shoreline Name","Latitude Start","Longitude Start","Latitude End","Longitude End",Slope,Width,Length,"Start Time","End Time","Time of Low Tide","Database Season",Season,"Date of Previous Survey","Storm Activity","Current Weather","Number of Persons","Large Items?","Debris Behind Back Barrier?","Datasheet Version","# of Large Items",Notes,Photos,"Item Type",Subtype,Status,"Width (m)","Length (m)",Description,Photo?
Standing-Stock,"BC Ministry of Environment",09-12-2013,"Year 2",Canada,BC,"Haida Gwaii",4447,51,5,"North Beach Naikoon Park",54.156076,-131.6682,54.15719,-131.66862,,90,100,"12:00 PM","01:00 PM",N/A,Fall,N/A,08-28-2013,N/A,N/A,1,yes,yes,1.0,1,,No,"Processed Lumber","Lumber/building material",?,.1,5,,Yes
Standing-Stock,"BC Ministry of Environment",09-12-2013,"Year 2",Canada,BC,"Haida Gwaii",4451,47,7,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,120,100,"01:00 PM","02:00 PM",N/A,Fall,N/A,08-28-2013,N/A,N/A,1,yes,yes,1.0,1,,No,Plastic,"Plastic rope/net",?,.1,4,,Yes
Standing-Stock,"BC Ministry of Environment",09-12-2013,"Year 2",Canada,BC,"Haida Gwaii",4452,47,12,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,120,100,"01:00 PM","02:00 PM",N/A,Fall,N/A,08-28-2013,N/A,N/A,1,yes,yes,1.0,1,,No,"Processed Lumber","Lumber/building material",?,.1,2,,Yes
Standing-Stock,"BC Ministry of Environment",10-07-2013,"Year 2",Canada,BC,"Haida Gwaii",4458,47,9,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,100,100,"07:00 PM","08:00 PM",N/A,Fall,N/A,09-12-2013,N/A,"sunny, N 30",1,yes,yes,1.0,1,,No,"Processed Lumber","Lumber/building material",?,.1,2,,Yes
Standing-Stock,"BC Ministry of Environment",10-07-2013,"Year 2",Canada,BC,"Haida Gwaii",4459,47,16,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,100,100,"06:00 PM","07:00 PM",N/A,Fall,N/A,09-12-2013,N/A,N/A,1,yes,yes,1.0,1,,No,Plastic,"Foam Plastic",?,.3,1,"FOAM FLOAT",Yes
Standing-Stock,"BC Ministry of Environment",10-07-2013,"Year 2",Canada,BC,"Haida Gwaii",4461,47,17,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,100,100,"03:00 PM","04:00 PM",N/A,Fall,N/A,09-12-2013,N/A,N/A,1,yes,yes,1.0,1,,No,Plastic,"Foam Plastic",?,.5,1,"FOAM FLOAT",Yes
Standing-Stock,"BC Ministry of Environment",11-06-2013,"Year 2",Canada,BC,"Haida Gwaii",4462,47,4,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,100,100,"03:00 PM","04:00 PM",N/A,Fall,N/A,10-07-2013,N/A,"sunny, S 20",1,yes,yes,1.0,1,,No,Plastic,"Foam Plastic",?,.5,1,"FOAM FLOAT",Yes
Standing-Stock,"BC Ministry of Environment",11-06-2013,"Year 2",Canada,BC,"Haida Gwaii",4462,47,4,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,100,100,"03:00 PM","04:00 PM",N/A,Fall,N/A,10-07-2013,N/A,"sunny, S 20",1,yes,yes,1.0,1,,No,Plastic,"Plastic rope/net",?,.01,10,,Yes
Standing-Stock,"BC Ministry of Environment",11-06-2013,"Year 2",Canada,BC,"Haida Gwaii",4467,51,8,"North Beach Naikoon Park",54.156076,-131.6682,54.15719,-131.66862,,10,100,"04:00 PM","05:00 PM",N/A,Fall,N/A,10-07-2013,N/A,N/A,1,yes,yes,1.0,1,,No,Metal,Other,?,1,1,"CRAB TRAP",Yes
Standing-Stock,"BC Ministry of Environment",12-09-2013,"Year 2",Canada,BC,"Haida Gwaii",4470,51,5,"North Beach Naikoon Park",54.156076,-131.6682,54.15719,-131.66862,,75,100,"10:30 AM","11:30 AM",N/A,Winter,N/A,11-06-2013,N/A,"overcast, NW 20",1,yes,yes,1.0,1,,No,"Processed Lumber","Lumber/building material",?,.1,1.5,,Yes
Standing-Stock,"BC Ministry of Environment",12-09-2013,"Year 2",Canada,BC,"Haida Gwaii",4472,51,19,"North Beach Naikoon Park",54.156076,-131.6682,54.15719,-131.66862,,75,100,"10:30 AM","11:00 AM",N/A,Winter,N/A,11-06-2013,N/A,N/A,1,yes,yes,1.0,1,,No,"Processed Lumber","Lumber/building material",?,.1,.3,,Yes
Standing-Stock,"BC Ministry of Environment",12-09-2013,"Year 2",Canada,BC,"Haida Gwaii",4473,51,20,"North Beach Naikoon Park",54.156076,-131.6682,54.15719,-131.66862,,75,100,"10:30 AM","11:30 AM",N/A,Winter,N/A,11-06-2013,N/A,N/A,1,yes,yes,1.0,1,,No,"Processed Lumber","Lumber/building material",?,.01,1,,Yes
Standing-Stock,"BC Ministry of Environment",12-09-2013,"Year 2",Canada,BC,"Haida Gwaii",4474,47,4,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,125,100,"11:30 AM","12:00 PM",N/A,Winter,N/A,11-06-2013,N/A,"OC, NW 10",1,yes,yes,1.0,1,,No,"Processed Lumber","Lumber/building material",?,.01,9,,Yes
Standing-Stock,"BC Ministry of Environment",12-09-2013,"Year 2",Canada,BC,"Haida Gwaii",4474,47,4,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,125,100,"11:30 AM","12:00 PM",N/A,Winter,N/A,11-06-2013,N/A,"OC, NW 10",1,yes,yes,1.0,1,,No,Plastic,"Foam Plastic",?,.3,.3,,Yes
Standing-Stock,"BC Ministry of Environment",02-09-2014,"Year 2",Canada,BC,"Haida Gwaii",4482,47,6,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,150,100,"03:30 PM","04:30 PM",n/a,Winter,n/a,12-09-2013,n/a,"OC, freeze, E 15",1,yes,yes,1.0,1,"nb: lots of wood moved around",No,Plastic,"Hard Plastic",?,.8,.3,,Yes
Standing-Stock,"BC Ministry of Environment",05-11-2014,"Year 3",Canada,BC,"Haida Gwaii",4495,51,8,"North Beach Naikoon Park",54.156076,-131.6682,54.15719,-131.66862,,70,100,"08:00 AM","08:30 AM",N/A,Spring,N/A,04-06-2014,N/A,N/A,1,yes,yes,1.0,1,,No,Metal,Other,?,1,1,"CRAB TRAP",Yes
Standing-Stock,"BC Ministry of Environment",05-11-2014,"Year 3",Canada,BC,"Haida Gwaii",4500,47,19,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,125,100,"09:00 AM","10:00 AM",N/A,Spring,N/A,04-06-2014,N/A,N/A,1,yes,yes,1.0,1,,No,Plastic,"Foam Plastic",?,.3,.4,"FOAM FLOAT",Yes
Standing-Stock,"BC Ministry of Environment",05-11-2014,"Year 3",Canada,BC,"Haida Gwaii",4500,47,19,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,125,100,"09:00 AM","10:00 AM",N/A,Spring,N/A,04-06-2014,N/A,N/A,1,yes,yes,1.0,1,,No,Plastic,"Foam Plastic",?,2,2,"FOAM FLOAT",Yes
Standing-Stock,"BC Ministry of Environment",07-19-2014,"Year 3",Canada,BC,"Haida Gwaii",4511,51,10,"North Beach Naikoon Park",54.156076,-131.6682,54.15719,-131.66862,,80,100,"08:00 AM","09:00 AM",N/A,Summer,N/A,06-28-2014,N/A,N/A,1,yes,yes,1.0,1,,No,Metal,Other,?,1,1,"CRAB TRAP",Yes
Standing-Stock,"BC Ministry of Environment",08-18-2014,"Year 3",Canada,BC,"Haida Gwaii",4518,51,5,"North Beach Naikoon Park",54.156076,-131.6682,54.15719,-131.66862,,60,100,"09:00 AM","10:00 AM",N/A,Summer,N/A,07-19-2014,N/A,"sun, W10",1,yes,yes,1.0,1,,No,Plastic,"Foam Plastic",?,.6,.3,,Yes
Standing-Stock,"BC Ministry of Environment",08-18-2014,"Year 3",Canada,BC,"Haida Gwaii",4519,51,9,"North Beach Naikoon Park",54.156076,-131.6682,54.15719,-131.66862,,60,100,"09:00 AM","10:00 AM",N/A,Summer,N/A,07-19-2014,N/A,N/A,1,yes,yes,1.0,1,,No,Metal,Other,?,.4,1,"CRAB TRAP",Yes
Standing-Stock,"BC Ministry of Environment",08-18-2014,"Year 3",Canada,BC,"Haida Gwaii",4519,51,9,"North Beach Naikoon Park",54.156076,-131.6682,54.15719,-131.66862,,60,100,"09:00 AM","10:00 AM",N/A,Summer,N/A,07-19-2014,N/A,N/A,1,yes,yes,1.0,1,,No,Plastic,"Hard Plastic",?,.3,.4,"GAS CAN",Yes
Standing-Stock,"BC Ministry of Environment",08-18-2014,"Year 3",Canada,BC,"Haida Gwaii",4525,47,18,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,80,100,"10:00 AM","11:00 AM",N/A,Summer,N/A,07-19-2014,N/A,N/A,1,yes,yes,1.0,1,,No,Plastic,"Hard Plastic",?,.5,.3,BUCKET,Yes
Standing-Stock,"BC Ministry of Environment",09-08-2014,"Year 3",Canada,BC,"Haida Gwaii",4526,51,9,"North Beach Naikoon Park",54.156076,-131.6682,54.15719,-131.66862,,30,100,"12:30 PM","01:30 PM",N/A,Fall,N/A,08-18-2014,N/A,"sun, N15",1,yes,yes,1.0,1,,No,Plastic,"Hard Plastic",?,.3,.4,"GAS CAN",Yes
Standing-Stock,"BC Ministry of Environment",09-08-2014,"Year 3",Canada,BC,"Haida Gwaii",4526,51,9,"North Beach Naikoon Park",54.156076,-131.6682,54.15719,-131.66862,,30,100,"12:30 PM","01:30 PM",N/A,Fall,N/A,08-18-2014,N/A,"sun, N15",1,yes,yes,1.0,1,,No,Metal,"Aluminum/tin cans",?,.5,1,"CRAB TRAP",Yes
Standing-Stock,"BC Ministry of Environment",09-08-2014,"Year 3",Canada,BC,"Haida Gwaii",4532,47,8,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,25,100,"02:30 PM","03:30 PM",N/A,Fall,N/A,08-18-2014,N/A,N/A,1,yes,yes,1.0,1,,No,Plastic,"Plastic rope/net",?,.001,5,,Yes
Standing-Stock,"BC Ministry of Environment",02-10-2015,"Year 3",Canada,BC,"Haida Gwaii",4554,51,11,"North Beach Naikoon Park",54.156076,-131.6682,54.15719,-131.66862,,50,100,"11:00 AM","12:00 PM",N/A,Winter,N/A,12-27-2014,N/A,"overcast, SE20, 0C",1,yes,yes,1.0,1,,No,Metal,Other,?,.5,1,"CRAB TRAP",Yes
Standing-Stock,"BC Ministry of Environment",01-31-2016,"Year 4",Canada,BC,"Haida Gwaii",4560,51,5,"North Beach Naikoon Park",54.156076,-131.6682,54.15719,-131.66862,,60,100,"05:00 PM","06:00 PM",N/A,Winter,N/A,04-03-2015,N/A,N/A,1,yes,yes,1.0,1,,No,Plastic,"Foam Plastic",stranded,.5,.1,"FOAM crab FLOAT",No
Standing-Stock,"BC Ministry of Environment",01-31-2016,"Year 4",Canada,BC,"Haida Gwaii",4562,47,3,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,80,100,"03:00 PM","04:00 PM",N/A,Winter,N/A,07-01-2015,N/A,"OC, showers, NW15",1,yes,yes,1.0,1,,Yes,Plastic,"Hard Plastic",stranded,1.3,1.3,PALLET,No
Accumulation,"The Santa Barbara Beach Angels",04-03-2016,"Year 4","United States",CA,"Santa Barbara",4566,33,,"Stearns Wharf to Mission Creek Outlet",34.411689,-119.688208,34.413325,-119.685118,,30,274,"01:00 PM","02:00 PM","01:30 PM",Spring,Spring,03-27-2016,No,"Clear 67 F",5,yes,,1.0,1,"We removed 17kg of trash.  Volume was 2 burlap bags: each are 3' x 2' x 1'.",Yes,Plastic,"Hard Plastic",abandoned,.5,1,"Street traffic cone.  See photo above",Yes
Accumulation,"P?lama L?na`i",02-26-2016,"Year 3","United States",HI,Maui,4567,191,6,Wai'akapua'a,20.8861,-156.862,20.8855,-156.8621,,13.47216,100,"01:30 PM","02:00 PM",12:33pm,Winter,Winter,02-26-2016,None,"Clear with 0-2 mph wind",2,yes,yes,1.0,1,,Yes,Plastic,Other,Stranded,0.00635,0.762,"Black Rope",No
Accumulation,"P?lama L?na`i",02-26-2016,"Year 3","United States",HI,Maui,4567,191,6,Wai'akapua'a,20.8861,-156.862,20.8855,-156.8621,,13.47216,100,"01:30 PM","02:00 PM",12:33pm,Winter,Winter,02-26-2016,None,"Clear with 0-2 mph wind",2,yes,yes,1.0,1,,Yes,Plastic,Other,Stranded,0.00635,0.762,Rope,No
Accumulation,"P?lama L?na`i",02-26-2016,"Year 3","United States",HI,Maui,4567,191,6,Wai'akapua'a,20.8861,-156.862,20.8855,-156.8621,,13.47216,100,"01:30 PM","02:00 PM",12:33pm,Winter,Winter,02-26-2016,None,"Clear with 0-2 mph wind",2,yes,yes,1.0,1,,Yes,Plastic,Other,Stranded,0.0127,0.762,Tube,No
Accumulation,"P?lama L?na`i",02-26-2016,"Year 3","United States",HI,Maui,4567,191,6,Wai'akapua'a,20.8861,-156.862,20.8855,-156.8621,,13.47216,100,"01:30 PM","02:00 PM",12:33pm,Winter,Winter,02-26-2016,None,"Clear with 0-2 mph wind",2,yes,yes,1.0,1,,Yes,Plastic,Other,Stranded,0.00635,0.762,Rope,No
Accumulation,"P?lama L?na`i",02-26-2016,"Year 3","United States",HI,Maui,4567,191,6,Wai'akapua'a,20.8861,-156.862,20.8855,-156.8621,,13.47216,100,"01:30 PM","02:00 PM",12:33pm,Winter,Winter,02-26-2016,None,"Clear with 0-2 mph wind",2,yes,yes,1.0,1,,Yes,Plastic,Other,Stranded,0.00635,0.762,Rope,No
Accumulation,"P?lama L?na`i",02-26-2016,"Year 3","United States",HI,Maui,4568,191,10,Wai'akapua'a,20.8861,-156.862,20.8855,-156.8621,,14.478,100,"01:00 PM","01:30 PM",12:33pm,Winter,Winter,02-26-2016,None,"Clear with 0-2 mph wind",2,yes,yes,1.0,1,,Yes,Plastic,Other,Stranded,0.6096,"0.9144 ",Net,No
Accumulation,"P?lama L?na`i",02-26-2016,"Year 3","United States",HI,Maui,4568,191,10,Wai'akapua'a,20.8861,-156.862,20.8855,-156.8621,,14.478,100,"01:00 PM","01:30 PM",12:33pm,Winter,Winter,02-26-2016,None,"Clear with 0-2 mph wind",2,yes,yes,1.0,1,,Yes,Plastic,Other,Stranded,"0.2032  ",0.4064,Net,No
Accumulation,"P?lama L?na`i",03-23-2016,"Year 3","United States",HI,Maui,4573,191,4,Wai'akapua'a,20.8861,-156.862,20.8855,-156.8621,,16.42872,100,"09:30 PM","10:00 PM",10:18am,Spring,Spring,03-23-2016,None,"Haze with 6 mph wind",2,yes,yes,1.0,1,,Yes,Plastic,Other,Stranded,0.0762,1.0668,Rope,No
Accumulation,"P?lama L?na`i",03-23-2016,"Year 3","United States",HI,Maui,4573,191,4,Wai'akapua'a,20.8861,-156.862,20.8855,-156.8621,,16.42872,100,"09:30 PM","10:00 PM",10:18am,Spring,Spring,03-23-2016,None,"Haze with 6 mph wind",2,yes,yes,1.0,1,,Yes,Plastic,"Hard Plastic",Stranded,0.1524,0.4572,,No
Accumulation,"P?lama L?na`i",03-23-2016,"Year 3","United States",HI,Maui,4574,191,5,Wai'akapua'a,20.8861,-156.862,20.8855,-156.8621,,14.66088,100,"10:00 AM","10:30 AM","10:18 am",Spring,Spring,03-23-2016,None,"Haze with 6mph wind",2,yes,yes,1.0,1,,Yes,Plastic,"Hard Plastic",Stranded,0.1016,0.3048,"A piece from a basket",No
Accumulation,"P?lama L?na`i",03-23-2016,"Year 3","United States",HI,Maui,4574,191,5,Wai'akapua'a,20.8861,-156.862,20.8855,-156.8621,,14.66088,100,"10:00 AM","10:30 AM","10:18 am",Spring,Spring,03-23-2016,None,"Haze with 6mph wind",2,yes,yes,1.0,1,,Yes,Plastic,"Hard Plastic",Stranded,0.0508,0.3048,"Oyster spacer",No
Accumulation,"P?lama L?na`i",03-23-2016,"Year 3","United States",HI,Maui,4574,191,5,Wai'akapua'a,20.8861,-156.862,20.8855,-156.8621,,14.66088,100,"10:00 AM","10:30 AM","10:18 am",Spring,Spring,03-23-2016,None,"Haze with 6mph wind",2,yes,yes,1.0,1,,Yes,Plastic,"Hard Plastic",Stranded,0.254,0.3048,"Helium tank ",No
Accumulation,"P?lama L?na`i",04-07-2016,"Year 3","United States",HI,Maui,4577,191,13,Wai'akapua'a,20.8861,-156.862,20.8855,-156.8621,,16.48968,100,"10:00 AM","10:30 AM",10:05am,Spring,Spring,04-07-2016,None,"Haze with 36mph wind",2,yes,yes,1.0,1,,Yes,Plastic,"Hard Plastic",Stranded,0.0762,1.3716,"green rope",No
Accumulation,"P?lama L?na`i",04-07-2016,"Year 3","United States",HI,Maui,4578,191,15,Wai'akapua'a,20.8861,-156.862,20.8855,-156.8621,,15.63624,100,"09:30 AM","10:30 AM",10:05am,Spring,Spring,04-07-2016,None,"Haze with 36 mph wind",2,yes,yes,1.0,1,,Yes,Plastic,"Hard Plastic",Stranded,0.3048,0.3848,"piece of a basket with Japanese writing ",No
Accumulation,"P?lama L?na`i",04-07-2016,"Year 3","United States",HI,Maui,4579,191,19,Wai'akapua'a,20.8861,-156.862,20.8855,-156.8621,,16.12392,100,"09:30 AM","10:00 AM","10:05 am",Spring,Spring,04-07-2016,None,"Haze with 36 mph wind",2,yes,yes,1.0,1,,Yes,"Processed Lumber","Lumber/building material",Stranded,0.1524,"0.9144 ","From shipping palette ",No
Accumulation,OCNMS,03-26-2016,"Year 4","United States",WA,Clallam,4583,145,,"Tsoo-yess South",48.30926,-124.66304,48.30841,-124.66336,,350,100,"09:30 AM","10:15 AM",9:22am,Spring,spring,02-16-2016,"no major wind, just rain","75% cloud cover with light offshore winds",1,yes,no,1.0,1,"Beach full of Velella velella (tiny ones); 1% local land users; 1% far away ocean debris; 97% unknown origin",Yes,Plastic,"Hard Plastic","not removed",.98,.41,"Green plastic crate-like (98cm x 41cm x 12cm); stuck in sand in earliest wrack",No
Accumulation,OCNMS,03-29-2016,"Year 3","United States",WA,Clallam,4586,146,,"Hoko River",48.2857,-124.3679,48.2855,-124.36925,,22,100,"09:10 AM","10:05 AM",11:52am,Spring,spring,02-29-2016,none,"10% cloud cover with light onshore winds",1,yes,no,1.0,1,"no evidence of cleanup; debris estimated:
20% left by land users,
70% from ocean/local
2% from ocean/far away
8% unknown origin",No,"Processed Lumber","Lumber/building material","not removed ",.23,0.54,"Railroad tie with (metal) bolts 9"" x 8"" by 21.5""; not removed because too heavy to carry",Yes
Accumulation,OCNMS,04-23-2016,"Year 2","United States",WA,Clallam,4587,178,,"Dry Creek West",48.13491,-123.5227,48.13549,-123.5237,,29,100,"01:05 PM","02:15 PM","02:00 PM",Spring,spring,03-11-2016,none,"90% cloud cover, light onshore winds",1,yes,no,1.0,1,"surveyor estimates debris origin:
70% land users
20% from ocean/local source
10% unknown origina",Yes,Plastic,"Plastic rope/net",removed,.01,.43,"yellow rope",Yes
Accumulation,OCNMS,04-23-2016,"Year 2","United States",WA,Clallam,4587,178,,"Dry Creek West",48.13491,-123.5227,48.13549,-123.5237,,29,100,"01:05 PM","02:15 PM","02:00 PM",Spring,spring,03-11-2016,none,"90% cloud cover, light onshore winds",1,yes,no,1.0,1,"surveyor estimates debris origin:
70% land users
20% from ocean/local source
10% unknown origina",Yes,"Processed Lumber","Lumber/building material",removed,.20,0.33,"wood siding ",No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",04-11-2016,"Year 4","United States",CA,Marin,4592,15,14,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,51,100,"09:00 AM","10:30 AM","09:00 AM",Spring,spring,03-18-2016,"light rain in last 2 days","light breeze, cool, overcast",1,yes,no,1.0,1,,No,Plastic,"Hard Plastic",burried,0.22,0.47,"Plastic mesh",No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",04-11-2016,"Year 4","United States",CA,Marin,4592,15,14,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,51,100,"09:00 AM","10:30 AM","09:00 AM",Spring,spring,03-18-2016,"light rain in last 2 days","light breeze, cool, overcast",1,yes,no,1.0,1,,No,Plastic,"Hard Plastic","on sand",0.18,0.38,buoy,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",04-11-2016,"Year 4","United States",CA,Marin,4592,15,14,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,51,100,"09:00 AM","10:30 AM","09:00 AM",Spring,spring,03-18-2016,"light rain in last 2 days","light breeze, cool, overcast",1,yes,no,1.0,1,,No,Plastic,Other,"on sand",0.6,0.015,"lid 0.6m diameter",No
Accumulation,CoastWatch,04-25-2016,"Year 2","United States",OR,"Coos County",4594,176,,"Seven Devils Wayside",43.237373,-124.390906,43.237439,-124.390892,,200,100,"09:00 AM","10:00 AM","10:00 AM",Spring,Spring,03-26-2016,"High Winds, Rain, Stormy Seas","Breezy & Cloudy & Cool",1,yes,no,1.0,2,,Yes,"Processed Lumber","Lumber/building material",intact,1.5,1.5,"Large wood pallet Large wood plant, maybe part of an old ship",No
Accumulation,OCNMS,04-14-2016,"Year 4","United States",WA,Clallam,4596,106,,Waatch,48.3441,-124.6792,48.3440,-124.6779,,100,100,"01:30 PM","02:15 PM","01:30 PM",Spring,spring,03-26-2016,"no significant storms","20% cloud cover with moderate onshore winds",2,yes,no,1.0,1,"Surveyors noted V. velella still fresh on beach.  Estimated debris source:
1% local origin,
5% from ocean/far away
94% unknown origin",Yes,Rubber,Other,"laid aside until WA Coast Cleanup 4/23",.03,3.13,"Black heavy rubber hose 6cm x 313 cm",Yes
